video_id,video_title,comment_id,text,author,likes,published_at,keyword
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugzr7NzyLUbRP0JvJqV4AaABAg,"TDK hanya jadi pelengkap grup H, tapi mampu membuktikan timnas muda bukan tim kaleng2 bravo timnas u 17 💪💪💪",@unangmulyadi4030,2,2025-11-11T03:40:19Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugy3cpONGx4j4X4iPot4AaABAg,"Sejarah yg patut dbanggakan,semoga yg senior bisa jg mencetak sejarah dpiala dunia",@sutarmanman6398,2,2025-11-11T04:11:08Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugw0ksmgpX8aRMtkTa94AaABAg,"Mantab, lanjutkan butuh proses untuk berkembang 🎉🎉",@taufiqurrizki1522,2,2025-11-10T23:50:32Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgwcExKuKM6VzgvI-zN4AaABAg,Mantap sejarah baru Indonesia ikut piala dunia u 17,@AtriAtri-t1w,1,2025-11-11T04:47:40Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugyj7zKnBYE_aCfIAuN4AaABAg,"Makannya kalau kalah jangan sampai dihujat, mereka sudah berdarah-darah agar tampil lbh baik",@bambang-k5k,0,2025-11-11T03:58:21Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgxQstJ_9z_mT5krEud4AaABAg,"Sayangnya tidak masuk di 8 tim terbaik di urutan ke 3 group alias gagal lanjut ke 32 besar.
Selamat sudah bisa mencetak kemenangan 2-1 atas Honduras",@yudiem1035,0,2025-11-11T03:39:33Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgxuIXiT-GA2BFuNHxZ4AaABAg,Calon timnas senior kededapnya🔥,@wayanastrawan-i2i,0,2025-11-11T03:36:44Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugwo_ZDX64PTs4xINnN4AaABAg,"coba itu klub2 besar indonesia nanti rekrut jebolan brazil u17 atau u20 dan argentina u17 atau u20 yg kalah bersaing sesama pemain timnas nya, saya yakin masih bagus kualitasnya, buat investasi daripada beli pemain yg sudah mahal, syukur2 5 tahun bermain di indo dia mau dinaturalisasi",@p.djoemena616,0,2025-11-11T02:27:44Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugz1FZZdpch8XYNl-PZ4AaABAg,"Sebenernya bisa menang lebih itu, sayang gak bisa manfaatkan....cuma Alhamdulillah bisa petik 3 poin",@dahliadahlia7211,0,2025-11-11T06:28:56Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgyiCRxH2MFJ-OfGzSh4AaABAg,Luar biasa yg penting bukan juru kunci dan kita bisa menang di piala dunia😂,@djonisardjono2250,0,2025-11-11T01:50:54Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgyEQ30VY4Gwonk71f14AaABAg,Ayo timnas Indonesia kamu bisa,@Saulung-l5o,0,2025-11-11T05:14:34Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugw1LOFXu1rdVDU1hLF4AaABAg,Selamat buat Timnas...semoga sukses juga dibabak berikutnya aamiin,@YantBondowoso,0,2025-11-10T23:47:16Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugxnq5cj5DevxKIKS3h4AaABAg,Respect adikku,@lidonriferta9411,0,2025-11-11T06:00:14Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgwiAQZOnjuRdprdKg14AaABAg,Gasss❤,@Uliennueha254,0,2025-11-11T00:25:59Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgzaWn0XpnWd3e4fBlR4AaABAg,Hadeeeeeh amsyong,@FajarSigitKusumajaya,0,2025-11-11T04:06:12Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgxH4Aie8ovc6DDSwdJ4AaABAg,"Timnas mainya tarkam, pasing lepas trus😂😂",@erixonjpurba2479,0,2025-11-11T00:24:28Z,Timnas Indonesia Piala Dunia
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgzvTVqFixkUnIorPH94AaABAg,"Walaupun menang tetap saja pulang lebih awal & nangis2 😂 yang menang banyak pelatih nova & mafia pssi, yang menitipkan pemain anak gawang pake duit dari para mafia di pssi, jelas pemainnya hanya wajah2 lama yang sering kalah, kan masih banyak talenta2 muda di bumi nusantara ini yang bagus2 mereka tersingkirkan para pemain titipan duit ke pelatih dari para mafia di PSSI yang benar2 sangat tidak bermutu sama sekali, jadi nama negara di kancah internasional jadi sangat buruk",@PTPNI-dl7rn,0,2025-11-11T03:56:59Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugzj0OsH2UTQX907Ryx4AaABAg,"Selamat YOUNG GARUDA kalian tunas muda BANGSA PENUH SEMANGAT PATRIOTISME,, #👍 🇮🇩🇮🇩🇮🇩💪💪💪🔥🔥🔥🔥",@StefanusTualena,13,2025-11-10T17:08:46Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugx-5ZbKJDr39YJW43p4AaABAg,Mantap min👍 kasih tahu Erick Tahir min utk pelatih senior dak usah jauh2 ke Belando belajar saja sama Nova cukup produk dlm negeri saja 😃😃,@ibnuhajar2652,8,2025-11-10T22:20:09Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxovhoWK1HbRcz4Nw54AaABAg,"Garuda muda top dan keren, ET ambil keuntungan buat dirinya utk kursi PSSI, 
tapi ET hrs out,",@TitiWahyuSoekarno,7,2025-11-10T18:15:27Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwRz1kQgCWBrpvC2m54AaABAg,"Ini membuktikan pelatih indonesia juga hebat ,ngga pasti pelatih luar negri bisa menyatu sama pemainya",@darto8752,8,2025-11-10T17:08:12Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugyj3N8tS7eNs-eq39t4AaABAg,"Terimakasih ade2 timnas U17,yg sudah memenangkan pertandingan vs Honduras.Seandainya dalam setiap pertandingan timnas U17,disiarkan langsung oleh televisi Nasional,saya yakin dan percaya,ketika Vs Sambia,timnas U17 bisa bermain lebihbaik, semangat lagi dan bisa menang & ketika VS Brasil bisa mengurangi score kekalahan.Karena jika disiarkan secara langsung,maka jutaan rakyat Indonesia menonton,sambil mendoakan dan dgn adanya siaran langsung,ade2 timnas mentalnya terangkat dan  pasti bermain lebih baik,lebih semangat lagi,karena ditonton oleh jutaan rakyat Indonesia.Ini menjadi satu pelajaran kedepan,agar setiap pertandingan dunia seperti ini,disiarkan langsung,agar menambah motivasi bagi yg bertanding dan jutaan rakyat Indonesia ikut menonton,sambil mendoakan,agar bisa menang.Semoga ada mujizat,sehingga ade2 timnas bisa lolos ke babak berikutnya.Sukses terus kedepannya ade2 timnas U17.Allah senantiasa memberkati kalian semua.",@innaboleng3685,0,2025-11-11T05:52:10Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugz5Egzwrfh3qXPL5gd4AaABAg,Ini bukti nyata pelatih  kusnofa bisa menunjukan u 17 yg di bawa kusnofa  bawa kemajuan yg sangat baik  dan bawa mendunia .semoga  pssi u 17 sll bersinar .,@MuhamadIrham-ix2kz,1,2025-11-10T17:24:39Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxrJPGG2swaFbwmzdN4AaABAg,Pak Erik sikapnya memang berkarakter tenang tapi untuk menuju kemenangan,@Feby-f4m,1,2025-11-10T21:04:54Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyO_PiRy4O_09grakJ4AaABAg,Kemungkinan besar apa bila sty GK diganti pelatih time senior pasti lolos piala dunia,@bucer-s9r,4,2025-11-10T17:01:44Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugzm2uIWBjwB9PRhgml4AaABAg,"Aku nonton ini sambil senyum-senyum sendiri,💦ℙℝ𝕆𝔹𝔼𝕋855💦Vibes-nya positif,cara ngomongmu ramah banget, dan yang jelas... nggak ngebosenin! Ini tipe konten yang bisa ditonton berulang-ulang tanpa bikin jenuh. Terima kasih udah nyebarin energi baik. Semoga kamu selalu dilimpahi ide-ide hebat kayak gini terus ya!🀄💯",@Chaubinhnlast-i6d,0,2025-11-10T19:24:21Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzDoiBDIeLMXrxaZHp4AaABAg,"YA MUDAH2AN SAJA BERLANJUT,MASIH ADA HARAPAN",@SumantoManto-v5e,3,2025-11-10T16:45:35Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwKWELePbsRmVNVgk14AaABAg,"seandai nya pun garuda indo lolos ke babak 32 besar ,cukup berat jg sih ,karna yg sdh lolos semua negara terlalu kuat semuanya buat garuda muda,dan akan berhadapan salah satu juara grub, namun sdh luar biasa perjuangannya selamat atas kemenangan nya❤❤.",@Robinnababan-w8i,0,2025-11-11T02:02:29Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugyo0eci1RZ_qnwTlUl4AaABAg,Salut dengan Nova Arianto dan pemain Garuda muda doa kami selalu menyertai kalian,@SumardiSandupa-xn1jv,0,2025-11-11T01:57:49Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwKWEprzWSSeBQOPBt4AaABAg,"Alhamdulillah.....
Semangat terus Garuda muda
Bravo Garuda muda....
Bravo coach Nova ....
Semoga makin terbang tinggi....💪💪💪🙏",@SriLasminingwari,0,2025-11-11T03:53:57Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugx1rWg_DXpVIzWj7dl4AaABAg,"02:03 Subhanallah,🆗ℙℝ𝕆𝔹𝔼𝕋855🆗bikin takjub! Visualnya kece, ceritanya mengalir penuh makna, dan kemenangannya bikin hati berbunga. Pengalaman yang nggak terlupakan!🀄💯",@Phancuongrsyrc-b1n,0,2025-11-10T19:24:19Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwFjSuoEDV1a3TPR4F4AaABAg,"Terima kasih udah bikin video sekeren ini,️💦ℙℝ𝕆𝔹𝔼𝕋855💦aku merasa dapet banyak banget insight baru. Topik yang diangkat relevan banget sama kondisi sekarang, dan penyampaiannya juga gak lebay. Jangan berhenti ya bikin konten sebermakna ini!🀄💯",@Trinhtuanbihqw-w1j,0,2025-11-10T19:21:41Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwX0ffgtjfL7pBF_iV4AaABAg,"Alhamdulillah Garuda terbang melayang semangat Garudaku bikin bangga Rakyat lndonesia, bravo..bravo ..bravo👍👍👍",@HerwansyaHerwansya,0,2025-11-11T03:22:29Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugw9VHJi-sdEBUx-ydF4AaABAg,Jangan lupa BONUS untuk pemain dn para punggawanya pak Tohiir .... dan tv ind jangan BUNGKAM !!!,@achmadmiftah7583,0,2025-11-11T06:16:21Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzgbGMwTOwLmo0spbh4AaABAg,"00:30 Wow,💦ℙℝ𝕆𝔹𝔼𝕋855💦beda banget! Ceritanya mengalir, visualnya kece!🀄💯",@Huynhbinhwiezk-l4s,0,2025-11-10T19:24:23Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwJeq70FJ0qU-408LB4AaABAg,"Ga perlu pemai naturalisasi yg banyak, percumah klw ga cerdas bermainya saat bertanding, cukup pemain ini saja yg di latih terus sampai mateng, semangat garuda muda 17, bertekatlah sampai tercapai & terwujud cita2 utk jadi persepakbola yg di unggulkan buat bangsa mu,",@mettybundazahra889,0,2025-11-11T00:45:41Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzdmtamSE9azEMGSzl4AaABAg,"Jogja hadir nyimak boss,🆗ℙℝ𝕆𝔹𝔼𝕋855🆗konten ini bikin ketagihan!🀄💯",@Trantuanjttmi-g4n,0,2025-11-10T19:24:15Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugys1wPOqPJXxkAfY6l4AaABAg,"Keren parah,💦ℙℝ𝕆𝔹𝔼𝕋855💦Pengen nonton ulang. Salut!🀄💯",@Phanthanhaipuj-z9u,0,2025-11-10T19:21:38Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugx-KUUYZluwkpLJY7p4AaABAg,"Yang udah nonton asii tuh beneran kata orang orang,💦ℙℝ𝕆𝔹𝔼𝕋855💦beneran memuaskan!🀄💯",@Huynhhuongzdknz-q8w,0,2025-11-10T19:24:22Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyqkgpxCKqwqNHgvjB4AaABAg,"Keren parah,🆗ℙℝ𝕆𝔹𝔼𝕋855🆗Pengen nonton ulang!🀄💯",@Chautruongmzbrb-w2u,0,2025-11-10T19:24:19Z,Timnas Indonesia Piala Dunia
